pathways	symbol	type
Other glycan degradation	GBA2	Glycan biosynthesis and metabolism
Thiamine metabolism	NFS1	Metabolism of cofactors and vitamins
Thiamine metabolism	NTPCR	Metabolism of cofactors and vitamins
Thiamine metabolism	ALPL	Metabolism of cofactors and vitamins
Thiamine metabolism	ALPI	Metabolism of cofactors and vitamins
Thiamine metabolism	ALPP	Metabolism of cofactors and vitamins
Thiamine metabolism	ALPG	Metabolism of cofactors and vitamins
Thiamine metabolism	ACP1	Metabolism of cofactors and vitamins
Thiamine metabolism	TPK1	Metabolism of cofactors and vitamins
Thiamine metabolism	AK7	Metabolism of cofactors and vitamins
Thiamine metabolism	AK4	Metabolism of cofactors and vitamins
Thiamine metabolism	AK5	Metabolism of cofactors and vitamins
Thiamine metabolism	AK2	Metabolism of cofactors and vitamins
Thiamine metabolism	AK1	Metabolism of cofactors and vitamins
Thiamine metabolism	AK8	Metabolism of cofactors and vitamins
Thiamine metabolism	THTPA	Metabolism of cofactors and vitamins
Riboflavin metabolism	RFK	Metabolism of cofactors and vitamins
Riboflavin metabolism	ACP5	Metabolism of cofactors and vitamins
Riboflavin metabolism	ACP1	Metabolism of cofactors and vitamins
Riboflavin metabolism	ACP2	Metabolism of cofactors and vitamins
Riboflavin metabolism	FLAD1	Metabolism of cofactors and vitamins
Riboflavin metabolism	ENPP1	Metabolism of cofactors and vitamins
Riboflavin metabolism	ENPP3	Metabolism of cofactors and vitamins
Riboflavin metabolism	BLVRB	Metabolism of cofactors and vitamins
Vitamin B6 metabolism	PNPO	Metabolism of cofactors and vitamins
Vitamin B6 metabolism	PDXK	Metabolism of cofactors and vitamins
Vitamin B6 metabolism	PDXP	Metabolism of cofactors and vitamins
Vitamin B6 metabolism	PHOSPHO2	Metabolism of cofactors and vitamins
Vitamin B6 metabolism	AOX1	Metabolism of cofactors and vitamins
Vitamin B6 metabolism	PSAT1	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	ASPDH	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	QPRT	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	NAPRT	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	PNP	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	NMRK1	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	NMRK2	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	NT5C2	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	NT5C1A	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	NT5C1B	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	NT5C	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	NT5M	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	NT5C1B-RDH14	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	NT5DC4	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	NT5E	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	NMNAT3	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	NMNAT1	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	NMNAT2	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	ENPP1	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	ENPP3	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	NUDT12	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	NUDT13	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	NADSYN1	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	NAMPT	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	CD38	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	BST1	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	SIRT1	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	SIRT2	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	SIRT3	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	SIRT4	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	SIRT5	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	SIRT6	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	SIRT7	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	NADK	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	NADK2	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	NNT	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	NNMT	Metabolism of cofactors and vitamins
Nicotinate and nicotinamide metabolism	AOX1	Metabolism of cofactors and vitamins
Pantothenate and CoA biosynthesis	PANK1	Metabolism of cofactors and vitamins
Pantothenate and CoA biosynthesis	PANK3	Metabolism of cofactors and vitamins
Pantothenate and CoA biosynthesis	PANK2	Metabolism of cofactors and vitamins
Pantothenate and CoA biosynthesis	PPCS	Metabolism of cofactors and vitamins
Pantothenate and CoA biosynthesis	PPCDC	Metabolism of cofactors and vitamins
Pantothenate and CoA biosynthesis	ENPP1	Metabolism of cofactors and vitamins
Pantothenate and CoA biosynthesis	ENPP3	Metabolism of cofactors and vitamins
Pantothenate and CoA biosynthesis	COASY	Metabolism of cofactors and vitamins
Pantothenate and CoA biosynthesis	AASDHPPT	Metabolism of cofactors and vitamins
Pantothenate and CoA biosynthesis	VNN1	Metabolism of cofactors and vitamins
Pantothenate and CoA biosynthesis	VNN2	Metabolism of cofactors and vitamins
Pantothenate and CoA biosynthesis	BCAT2	Metabolism of cofactors and vitamins
Pantothenate and CoA biosynthesis	BCAT1	Metabolism of cofactors and vitamins
Pantothenate and CoA biosynthesis	DPYD	Metabolism of cofactors and vitamins
Pantothenate and CoA biosynthesis	DPYS	Metabolism of cofactors and vitamins
Pantothenate and CoA biosynthesis	UPB1	Metabolism of cofactors and vitamins
Pantothenate and CoA biosynthesis	GADL1	Metabolism of cofactors and vitamins
Pantothenate and CoA biosynthesis	CSAD	Metabolism of cofactors and vitamins
Pantothenate and CoA biosynthesis	ALDH2	Metabolism of cofactors and vitamins
Pantothenate and CoA biosynthesis	ALDH3A2	Metabolism of cofactors and vitamins
Pantothenate and CoA biosynthesis	ALDH1B1	Metabolism of cofactors and vitamins
Biotin metabolism	OXSM	Metabolism of cofactors and vitamins
Biotin metabolism	HLCS	Metabolism of cofactors and vitamins
Biotin metabolism	BTD	Metabolism of cofactors and vitamins
Lipoic acid metabolism	LIPT2	Metabolism of cofactors and vitamins
Lipoic acid metabolism	LIAS	Metabolism of cofactors and vitamins
Lipoic acid metabolism	LIPT1	Metabolism of cofactors and vitamins
Lipoic acid metabolism	ACSM1	Metabolism of cofactors and vitamins
Lipoic acid metabolism	DLD	Metabolism of cofactors and vitamins
Lipoic acid metabolism	PDHA2	Metabolism of cofactors and vitamins
Lipoic acid metabolism	PDHA1	Metabolism of cofactors and vitamins
Lipoic acid metabolism	PDHB	Metabolism of cofactors and vitamins
Lipoic acid metabolism	DLAT	Metabolism of cofactors and vitamins
Lipoic acid metabolism	OGDHL	Metabolism of cofactors and vitamins
Lipoic acid metabolism	OGDH	Metabolism of cofactors and vitamins
Lipoic acid metabolism	DLST	Metabolism of cofactors and vitamins
Lipoic acid metabolism	DHTKD1	Metabolism of cofactors and vitamins
Lipoic acid metabolism	BCKDHA	Metabolism of cofactors and vitamins
Lipoic acid metabolism	BCKDHB	Metabolism of cofactors and vitamins
Lipoic acid metabolism	DBT	Metabolism of cofactors and vitamins
Lipoic acid metabolism	GLDC	Metabolism of cofactors and vitamins
Lipoic acid metabolism	AMT	Metabolism of cofactors and vitamins
Lipoic acid metabolism	GCSH	Metabolism of cofactors and vitamins
Folate biosynthesis	GCH1	Metabolism of cofactors and vitamins
Folate biosynthesis	ALPL	Metabolism of cofactors and vitamins
Folate biosynthesis	ALPI	Metabolism of cofactors and vitamins
Folate biosynthesis	ALPP	Metabolism of cofactors and vitamins
Folate biosynthesis	ALPG	Metabolism of cofactors and vitamins
Folate biosynthesis	DHFR	Metabolism of cofactors and vitamins
Folate biosynthesis	DHFR2	Metabolism of cofactors and vitamins
Folate biosynthesis	FPGS	Metabolism of cofactors and vitamins
Folate biosynthesis	GGH	Metabolism of cofactors and vitamins
Folate biosynthesis	PTS	Metabolism of cofactors and vitamins
Folate biosynthesis	SPR	Metabolism of cofactors and vitamins
Folate biosynthesis	AKR1B1	Metabolism of cofactors and vitamins
Folate biosynthesis	AKR1B10	Metabolism of cofactors and vitamins
Folate biosynthesis	AKR1B15	Metabolism of cofactors and vitamins
Folate biosynthesis	CBR1	Metabolism of cofactors and vitamins
Folate biosynthesis	AKR1C3	Metabolism of cofactors and vitamins
Folate biosynthesis	QDPR	Metabolism of cofactors and vitamins
Folate biosynthesis	PCBD2	Metabolism of cofactors and vitamins
Folate biosynthesis	PCBD1	Metabolism of cofactors and vitamins
Folate biosynthesis	PAH	Metabolism of cofactors and vitamins
Folate biosynthesis	TH	Metabolism of cofactors and vitamins
Folate biosynthesis	TPH2	Metabolism of cofactors and vitamins
Folate biosynthesis	TPH1	Metabolism of cofactors and vitamins
Folate biosynthesis	MOCS1	Metabolism of cofactors and vitamins
Folate biosynthesis	MOCS2	Metabolism of cofactors and vitamins
Folate biosynthesis	GPHN	Metabolism of cofactors and vitamins
Folate biosynthesis	MOCOS	Metabolism of cofactors and vitamins
One carbon pool by folate	DHFR	Metabolism of cofactors and vitamins
One carbon pool by folate	DHFR2	Metabolism of cofactors and vitamins
One carbon pool by folate	MTHFD1L	Metabolism of cofactors and vitamins
One carbon pool by folate	MTHFD1	Metabolism of cofactors and vitamins
One carbon pool by folate	MTHFD2	Metabolism of cofactors and vitamins
One carbon pool by folate	MTHFD2L	Metabolism of cofactors and vitamins
One carbon pool by folate	SHMT2	Metabolism of cofactors and vitamins
One carbon pool by folate	SHMT1	Metabolism of cofactors and vitamins
One carbon pool by folate	GART	Metabolism of cofactors and vitamins
One carbon pool by folate	ATIC	Metabolism of cofactors and vitamins
One carbon pool by folate	FTCD	Metabolism of cofactors and vitamins
One carbon pool by folate	MTFMT	Metabolism of cofactors and vitamins
One carbon pool by folate	AMT	Metabolism of cofactors and vitamins
One carbon pool by folate	MTR	Metabolism of cofactors and vitamins
One carbon pool by folate	TYMS	Metabolism of cofactors and vitamins
One carbon pool by folate	ALDH1L1	Metabolism of cofactors and vitamins
One carbon pool by folate	ALDH1L2	Metabolism of cofactors and vitamins
One carbon pool by folate	MTHFR	Metabolism of cofactors and vitamins
One carbon pool by folate	MTHFS	Metabolism of cofactors and vitamins
One carbon pool by folate	ST20-MTHFS	Metabolism of cofactors and vitamins
Retinol metabolism	BCO1	Metabolism of cofactors and vitamins
Retinol metabolism	ADH1A	Metabolism of cofactors and vitamins
Retinol metabolism	ADH1B	Metabolism of cofactors and vitamins
Retinol metabolism	ADH1C	Metabolism of cofactors and vitamins
Retinol metabolism	ADH7	Metabolism of cofactors and vitamins
Retinol metabolism	ADH4	Metabolism of cofactors and vitamins
Retinol metabolism	ADH5	Metabolism of cofactors and vitamins
Retinol metabolism	ADH6	Metabolism of cofactors and vitamins
Retinol metabolism	DHRS3	Metabolism of cofactors and vitamins
Retinol metabolism	DHRS4	Metabolism of cofactors and vitamins
Retinol metabolism	DHRS4L2	Metabolism of cofactors and vitamins
Retinol metabolism	DHRS9	Metabolism of cofactors and vitamins
Retinol metabolism	RDH8	Metabolism of cofactors and vitamins
Retinol metabolism	RDH10	Metabolism of cofactors and vitamins
Retinol metabolism	RDH11	Metabolism of cofactors and vitamins
Retinol metabolism	RDH12	Metabolism of cofactors and vitamins
Retinol metabolism	RDH13	Metabolism of cofactors and vitamins
Retinol metabolism	RDH16	Metabolism of cofactors and vitamins
Retinol metabolism	SDR16C5	Metabolism of cofactors and vitamins
Retinol metabolism	HSD17B6	Metabolism of cofactors and vitamins
Retinol metabolism	LRAT	Metabolism of cofactors and vitamins
Retinol metabolism	DGAT1	Metabolism of cofactors and vitamins
Retinol metabolism	AWAT2	Metabolism of cofactors and vitamins
Retinol metabolism	PNPLA4	Metabolism of cofactors and vitamins
Retinol metabolism	RPE65	Metabolism of cofactors and vitamins
Retinol metabolism	RDH5	Metabolism of cofactors and vitamins
Retinol metabolism	AOX1	Metabolism of cofactors and vitamins
Retinol metabolism	ALDH1A2	Metabolism of cofactors and vitamins
Retinol metabolism	ALDH1A1	Metabolism of cofactors and vitamins
Retinol metabolism	ALDH1A3	Metabolism of cofactors and vitamins
Retinol metabolism	CYP26A1	Metabolism of cofactors and vitamins
Retinol metabolism	CYP26B1	Metabolism of cofactors and vitamins
Retinol metabolism	CYP26C1	Metabolism of cofactors and vitamins
Retinol metabolism	CYP1A1	Metabolism of cofactors and vitamins
Retinol metabolism	CYP1A2	Metabolism of cofactors and vitamins
Retinol metabolism	CYP2A6	Metabolism of cofactors and vitamins
Retinol metabolism	CYP2A7	Metabolism of cofactors and vitamins
Retinol metabolism	CYP2B6	Metabolism of cofactors and vitamins
Retinol metabolism	CYP2C8	Metabolism of cofactors and vitamins
Retinol metabolism	CYP2C9	Metabolism of cofactors and vitamins
Retinol metabolism	CYP2C18	Metabolism of cofactors and vitamins
Retinol metabolism	CYP2S1	Metabolism of cofactors and vitamins
Retinol metabolism	CYP3A4	Metabolism of cofactors and vitamins
Retinol metabolism	CYP3A5	Metabolism of cofactors and vitamins
Retinol metabolism	CYP3A7	Metabolism of cofactors and vitamins
Retinol metabolism	CYP3A7-CYP3A51P	Metabolism of cofactors and vitamins
Retinol metabolism	CYP2W1	Metabolism of cofactors and vitamins
Retinol metabolism	UGT2A1	Metabolism of cofactors and vitamins
Retinol metabolism	UGT2A3	Metabolism of cofactors and vitamins
Retinol metabolism	UGT2B17	Metabolism of cofactors and vitamins
Retinol metabolism	UGT2B11	Metabolism of cofactors and vitamins
Retinol metabolism	UGT2B28	Metabolism of cofactors and vitamins
Retinol metabolism	UGT1A6	Metabolism of cofactors and vitamins
Retinol metabolism	UGT1A4	Metabolism of cofactors and vitamins
Retinol metabolism	UGT1A1	Metabolism of cofactors and vitamins
Retinol metabolism	UGT1A3	Metabolism of cofactors and vitamins
Retinol metabolism	UGT2B10	Metabolism of cofactors and vitamins
Retinol metabolism	UGT1A9	Metabolism of cofactors and vitamins
Retinol metabolism	UGT2B7	Metabolism of cofactors and vitamins
Retinol metabolism	UGT1A10	Metabolism of cofactors and vitamins
Retinol metabolism	UGT1A8	Metabolism of cofactors and vitamins
Retinol metabolism	UGT1A5	Metabolism of cofactors and vitamins
Retinol metabolism	UGT2B15	Metabolism of cofactors and vitamins
Retinol metabolism	UGT1A7	Metabolism of cofactors and vitamins
Retinol metabolism	UGT2B4	Metabolism of cofactors and vitamins
Retinol metabolism	UGT2A2	Metabolism of cofactors and vitamins
Retinol metabolism	RETSAT	Metabolism of cofactors and vitamins
Retinol metabolism	CYP27C1	Metabolism of cofactors and vitamins
Porphyrin metabolism	ALAS1	Metabolism of cofactors and vitamins
Porphyrin metabolism	ALAS2	Metabolism of cofactors and vitamins
Porphyrin metabolism	EARS2	Metabolism of cofactors and vitamins
Porphyrin metabolism	EPRS1	Metabolism of cofactors and vitamins
Porphyrin metabolism	ALAD	Metabolism of cofactors and vitamins
Porphyrin metabolism	HMBS	Metabolism of cofactors and vitamins
Porphyrin metabolism	UROS	Metabolism of cofactors and vitamins
Porphyrin metabolism	UROD	Metabolism of cofactors and vitamins
Porphyrin metabolism	CPOX	Metabolism of cofactors and vitamins
Porphyrin metabolism	PPOX	Metabolism of cofactors and vitamins
Porphyrin metabolism	FECH	Metabolism of cofactors and vitamins
Porphyrin metabolism	COX10	Metabolism of cofactors and vitamins
Porphyrin metabolism	COX15	Metabolism of cofactors and vitamins
Porphyrin metabolism	MMAB	Metabolism of cofactors and vitamins
Porphyrin metabolism	HMOX1	Metabolism of cofactors and vitamins
Porphyrin metabolism	HMOX2	Metabolism of cofactors and vitamins
Porphyrin metabolism	BLVRA	Metabolism of cofactors and vitamins
Porphyrin metabolism	BLVRB	Metabolism of cofactors and vitamins
Porphyrin metabolism	UGT2A1	Metabolism of cofactors and vitamins
Porphyrin metabolism	UGT2A3	Metabolism of cofactors and vitamins
Porphyrin metabolism	UGT2B17	Metabolism of cofactors and vitamins
Porphyrin metabolism	UGT2B11	Metabolism of cofactors and vitamins
Porphyrin metabolism	UGT2B28	Metabolism of cofactors and vitamins
Porphyrin metabolism	UGT1A6	Metabolism of cofactors and vitamins
Porphyrin metabolism	UGT1A4	Metabolism of cofactors and vitamins
Porphyrin metabolism	UGT1A1	Metabolism of cofactors and vitamins
Porphyrin metabolism	UGT1A3	Metabolism of cofactors and vitamins
Porphyrin metabolism	UGT2B10	Metabolism of cofactors and vitamins
Porphyrin metabolism	UGT1A9	Metabolism of cofactors and vitamins
Porphyrin metabolism	UGT2B7	Metabolism of cofactors and vitamins
Porphyrin metabolism	UGT1A10	Metabolism of cofactors and vitamins
Porphyrin metabolism	UGT1A8	Metabolism of cofactors and vitamins
Porphyrin metabolism	UGT1A5	Metabolism of cofactors and vitamins
Porphyrin metabolism	UGT2B15	Metabolism of cofactors and vitamins
Porphyrin metabolism	UGT1A7	Metabolism of cofactors and vitamins
Porphyrin metabolism	UGT2B4	Metabolism of cofactors and vitamins
Porphyrin metabolism	UGT2A2	Metabolism of cofactors and vitamins
Porphyrin metabolism	GUSB	Metabolism of cofactors and vitamins
Porphyrin metabolism	HCCS	Metabolism of cofactors and vitamins
Porphyrin metabolism	CP	Metabolism of cofactors and vitamins
Porphyrin metabolism	HEPH	Metabolism of cofactors and vitamins
Porphyrin metabolism	HEPHL1	Metabolism of cofactors and vitamins
Porphyrin metabolism	FXN	Metabolism of cofactors and vitamins
Ubiquinone and other terpenoid-quinone biosynthesis	TAT	Metabolism of cofactors and vitamins
Ubiquinone and other terpenoid-quinone biosynthesis	COQ2	Metabolism of cofactors and vitamins
Ubiquinone and other terpenoid-quinone biosynthesis	COQ6	Metabolism of cofactors and vitamins
Ubiquinone and other terpenoid-quinone biosynthesis	COQ3	Metabolism of cofactors and vitamins
Ubiquinone and other terpenoid-quinone biosynthesis	COQ5	Metabolism of cofactors and vitamins
Ubiquinone and other terpenoid-quinone biosynthesis	COQ7	Metabolism of cofactors and vitamins
Ubiquinone and other terpenoid-quinone biosynthesis	NQO1	Metabolism of cofactors and vitamins
Ubiquinone and other terpenoid-quinone biosynthesis	GGCX	Metabolism of cofactors and vitamins
Ubiquinone and other terpenoid-quinone biosynthesis	VKORC1	Metabolism of cofactors and vitamins
Ubiquinone and other terpenoid-quinone biosynthesis	VKORC1L1	Metabolism of cofactors and vitamins
Ubiquinone and other terpenoid-quinone biosynthesis	HPD	Metabolism of cofactors and vitamins
Terpenoid backbone biosynthesis	ACAT2	Metabolism of terpenoids and polyketides
Terpenoid backbone biosynthesis	ACAT1	Metabolism of terpenoids and polyketides
Terpenoid backbone biosynthesis	HMGCS1	Metabolism of terpenoids and polyketides
Terpenoid backbone biosynthesis	HMGCS2	Metabolism of terpenoids and polyketides
Terpenoid backbone biosynthesis	HMGCR	Metabolism of terpenoids and polyketides
Terpenoid backbone biosynthesis	MVK	Metabolism of terpenoids and polyketides
Terpenoid backbone biosynthesis	PMVK	Metabolism of terpenoids and polyketides
Terpenoid backbone biosynthesis	MVD	Metabolism of terpenoids and polyketides
Terpenoid backbone biosynthesis	IDI1	Metabolism of terpenoids and polyketides
Terpenoid backbone biosynthesis	IDI2	Metabolism of terpenoids and polyketides
Terpenoid backbone biosynthesis	FDPS	Metabolism of terpenoids and polyketides
Terpenoid backbone biosynthesis	GGPS1	Metabolism of terpenoids and polyketides
Terpenoid backbone biosynthesis	PDSS1	Metabolism of terpenoids and polyketides
Terpenoid backbone biosynthesis	PDSS2	Metabolism of terpenoids and polyketides
Terpenoid backbone biosynthesis	DHDDS	Metabolism of terpenoids and polyketides
Terpenoid backbone biosynthesis	NUS1	Metabolism of terpenoids and polyketides
Terpenoid backbone biosynthesis	FNTA	Metabolism of terpenoids and polyketides
Terpenoid backbone biosynthesis	FNTB	Metabolism of terpenoids and polyketides
Terpenoid backbone biosynthesis	CHURC1-FNTB	Metabolism of terpenoids and polyketides
Terpenoid backbone biosynthesis	RCE1	Metabolism of terpenoids and polyketides
Terpenoid backbone biosynthesis	ZMPSTE24	Metabolism of terpenoids and polyketides
Terpenoid backbone biosynthesis	ICMT	Metabolism of terpenoids and polyketides
Terpenoid backbone biosynthesis	PCYOX1	Metabolism of terpenoids and polyketides
Caffeine metabolism	CYP1A2	Biosynthesis of other secondary metabolites
Caffeine metabolism	NAT2	Biosynthesis of other secondary metabolites
Caffeine metabolism	NAT1	Biosynthesis of other secondary metabolites
Caffeine metabolism	CYP2A6	Biosynthesis of other secondary metabolites
Caffeine metabolism	CYP2A7	Biosynthesis of other secondary metabolites
Caffeine metabolism	XDH	Biosynthesis of other secondary metabolites
Neomycin, kanamycin and gentamicin biosynthesis	HK3	Biosynthesis of other secondary metabolites
Neomycin, kanamycin and gentamicin biosynthesis	HK1	Biosynthesis of other secondary metabolites
Neomycin, kanamycin and gentamicin biosynthesis	HK2	Biosynthesis of other secondary metabolites
Neomycin, kanamycin and gentamicin biosynthesis	HKDC1	Biosynthesis of other secondary metabolites
Neomycin, kanamycin and gentamicin biosynthesis	GCK	Biosynthesis of other secondary metabolites
Metabolism of xenobiotics by cytochrome P450	CYP1A1	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	CYP2C9	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	CYP3A4	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	CYP1B1	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	GSTA5	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	GSTA2	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	GSTA4	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	GSTO2	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	GSTM4	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	GSTT2	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	GSTT1	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	GSTM3	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	MGST1	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	MGST3	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	GSTM1	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	GSTM5	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	MGST2	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	GSTA1	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	GSTM2	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	GSTA3	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	GSTO1	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	GSTT2B	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	GSTP1	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	GSTK1	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	HPGDS	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	EPHX1	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	CYP2B6	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	SULT2A1	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	CYP1A2	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	CYP2A6	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	CYP2A7	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	CYP2E1	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	CYP2F1	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	CYP2S1	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	AKR1C1	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	DHDH	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	CYP2A13	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	CYP2D6	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	cytochrome P450 2D6-like [KO:K17712] [EC:1.14.14.1]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene) [KO:K17712] [EC:1.14.14.1]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 cytochrome P450 2D6 [KO:K17712] [EC:1.14.14.1]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 hydroxysteroid 11-beta dehydrogenase 1 [KO:K15680] [EC:1.1.1.146]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 hydroxysteroid 11-beta dehydrogenase 1 like [KO:K15680] [EC:1.1.1.146]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 carbonyl reductase 1 [KO:K00079] [EC:1.1.1.184 1.1.1.189 1.1.1.197]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 carbonyl reductase 3 [KO:K00084] [EC:1.1.1.184]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 UDP glucuronosyltransferase family 2 member A1 complex locus [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 UDP glucuronosyltransferase family 2 member A3 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 UDP glucuronosyltransferase family 2 member B17 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 UDP glucuronosyltransferase family 2 member B11 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 UDP glucuronosyltransferase family 2 member B28 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 UDP glucuronosyltransferase family 1 member A6 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 UDP glucuronosyltransferase family 1 member A4 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 UDP glucuronosyltransferase family 1 member A1 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 UDP glucuronosyltransferase family 1 member A3 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 UDP glucuronosyltransferase family 2 member B10 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
