pathways	symbol	type
Metabolism of xenobiotics by cytochrome P450	 UDP glucuronosyltransferase family 1 member A9 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 UDP glucuronosyltransferase family 2 member B7 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 UDP glucuronosyltransferase family 1 member A10 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 UDP glucuronosyltransferase family 1 member A8 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 UDP glucuronosyltransferase family 1 member A5 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 UDP glucuronosyltransferase family 2 member B15 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 UDP glucuronosyltransferase family 1 member A7 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 UDP glucuronosyltransferase family 2 member B4 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 UDP glucuronosyltransferase family 2 member A2 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 cytochrome P450 family 3 subfamily A member 5 [KO:K17690] [EC:1.14.14.1]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 aldo-keto reductase family 7 member A2 [KO:K15303]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 aldo-keto reductase family 7 member A3 [KO:K15303]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 aldo-keto reductase family 7 like (gene/pseudogene) [KO:K15303]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 aldehyde dehydrogenase 3 family member B1 [KO:K00129] [EC:1.2.1.5]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 aldehyde dehydrogenase 3 family member B2 [KO:K00129] [EC:1.2.1.5]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 aldehyde dehydrogenase 3 family member A1 [KO:K00129] [EC:1.2.1.5]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 alcohol dehydrogenase 1A (class I), alpha polypeptide [KO:K13951] [EC:1.1.1.1]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 alcohol dehydrogenase 1B (class I), beta polypeptide [KO:K13951] [EC:1.1.1.1]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 alcohol dehydrogenase 1C (class I), gamma polypeptide [KO:K13951] [EC:1.1.1.1]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide [KO:K13951] [EC:1.1.1.1]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 alcohol dehydrogenase 4 (class II), pi polypeptide [KO:K13980] [EC:1.1.1.1]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 alcohol dehydrogenase 5 (class III), chi polypeptide [KO:K00121] [EC:1.1.1.284 1.1.1.1]	Xenobiotics biodegradation and metabolism
Metabolism of xenobiotics by cytochrome P450	 alcohol dehydrogenase 6 (class V) [KO:K13952] [EC:1.1.1.1]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	CYP2D6	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	cytochrome P450 2D6-like [KO:K17712] [EC:1.14.14.1]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene) [KO:K17712] [EC:1.14.14.1]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 cytochrome P450 2D6 [KO:K17712] [EC:1.14.14.1]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 cytochrome P450 family 2 subfamily C member 9 [KO:K17719] [EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.-]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 cytochrome P450 family 3 subfamily A member 4 [KO:K17689] [EC:1.14.13.32 1.14.14.55 1.14.14.56 1.14.14.57 1.14.14.73 1.14.14.-]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 flavin containing dimethylaniline monoxygenase 1 [KO:K00485] [EC:1.14.13.8 1.8.1.-]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 flavin containing dimethylaniline monoxygenase 2 [KO:K00485] [EC:1.14.13.8 1.8.1.-]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 flavin containing dimethylaniline monoxygenase 5 [KO:K00485] [EC:1.14.13.8 1.8.1.-]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 flavin containing dimethylaniline monoxygenase 3 [KO:K00485] [EC:1.14.13.8 1.8.1.-]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 flavin containing dimethylaniline monoxygenase 4 [KO:K00485] [EC:1.14.13.8 1.8.1.-]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 cytochrome P450 family 2 subfamily C member 19 [KO:K17721] [EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.75 1.14.14.-]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 cytochrome P450 family 2 subfamily B member 6 [KO:K17709] [EC:1.14.14.-]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 cytochrome P450 family 3 subfamily A member 5 [KO:K17690] [EC:1.14.14.1]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 glutathione S-transferase alpha 5 [KO:K00799] [EC:2.5.1.18]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 glutathione S-transferase alpha 2 [KO:K00799] [EC:2.5.1.18]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 glutathione S-transferase alpha 4 [KO:K00799] [EC:2.5.1.18]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 glutathione S-transferase omega 2 [KO:K00799] [EC:2.5.1.18]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 glutathione S-transferase mu 4 [KO:K00799] [EC:2.5.1.18]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 glutathione S-transferase theta 2 (gene/pseudogene) [KO:K00799] [EC:2.5.1.18]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 glutathione S-transferase theta 1 [KO:K00799] [EC:2.5.1.18]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 glutathione S-transferase mu 3 [KO:K00799] [EC:2.5.1.18]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 microsomal glutathione S-transferase 1 [KO:K00799] [EC:2.5.1.18]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 microsomal glutathione S-transferase 3 [KO:K00799] [EC:2.5.1.18]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 glutathione S-transferase mu 1 [KO:K00799] [EC:2.5.1.18]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 glutathione S-transferase mu 5 [KO:K00799] [EC:2.5.1.18]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 microsomal glutathione S-transferase 2 [KO:K00799] [EC:2.5.1.18]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 glutathione S-transferase alpha 1 [KO:K00799] [EC:2.5.1.18]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 glutathione S-transferase mu 2 [KO:K00799] [EC:2.5.1.18]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 glutathione S-transferase alpha 3 [KO:K00799] [EC:2.5.1.18]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 glutathione S-transferase omega 1 [KO:K00799] [EC:2.5.1.18]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 glutathione S-transferase theta 2B [KO:K00799] [EC:2.5.1.18]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 glutathione S-transferase pi 1 [KO:K23790] [EC:2.5.1.18]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 glutathione S-transferase kappa 1 [KO:K13299] [EC:2.5.1.18]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 hematopoietic prostaglandin D synthase [KO:K04097] [EC:5.3.99.2 2.5.1.18]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 alcohol dehydrogenase 1A (class I), alpha polypeptide [KO:K13951] [EC:1.1.1.1]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 alcohol dehydrogenase 1B (class I), beta polypeptide [KO:K13951] [EC:1.1.1.1]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 alcohol dehydrogenase 1C (class I), gamma polypeptide [KO:K13951] [EC:1.1.1.1]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide [KO:K13951] [EC:1.1.1.1]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 alcohol dehydrogenase 4 (class II), pi polypeptide [KO:K13980] [EC:1.1.1.1]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 alcohol dehydrogenase 5 (class III), chi polypeptide [KO:K00121] [EC:1.1.1.284 1.1.1.1]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 alcohol dehydrogenase 6 (class V) [KO:K13952] [EC:1.1.1.1]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 aldehyde dehydrogenase 3 family member B1 [KO:K00129] [EC:1.2.1.5]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 aldehyde dehydrogenase 3 family member B2 [KO:K00129] [EC:1.2.1.5]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 aldehyde dehydrogenase 3 family member A1 [KO:K00129] [EC:1.2.1.5]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 monoamine oxidase B [KO:K00274] [EC:1.4.3.4]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 monoamine oxidase A [KO:K00274] [EC:1.4.3.4]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 aldehyde oxidase 1 [KO:K00157] [EC:1.2.3.1]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 UDP glucuronosyltransferase family 2 member A1 complex locus [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 UDP glucuronosyltransferase family 2 member A3 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 UDP glucuronosyltransferase family 2 member B17 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 UDP glucuronosyltransferase family 2 member B11 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 UDP glucuronosyltransferase family 2 member B28 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 UDP glucuronosyltransferase family 1 member A6 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 UDP glucuronosyltransferase family 1 member A4 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 UDP glucuronosyltransferase family 1 member A1 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 UDP glucuronosyltransferase family 1 member A3 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 UDP glucuronosyltransferase family 2 member B10 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 UDP glucuronosyltransferase family 1 member A9 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 UDP glucuronosyltransferase family 2 member B7 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 UDP glucuronosyltransferase family 1 member A10 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 UDP glucuronosyltransferase family 1 member A8 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 UDP glucuronosyltransferase family 1 member A5 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 UDP glucuronosyltransferase family 2 member B15 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 UDP glucuronosyltransferase family 1 member A7 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 UDP glucuronosyltransferase family 2 member B4 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 UDP glucuronosyltransferase family 2 member A2 [KO:K00699] [EC:2.4.1.17]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 cytochrome P450 family 1 subfamily A member 2 [KO:K07409] [EC:1.14.14.1]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 cytochrome P450 family 2 subfamily E member 1 [KO:K07415] [EC:1.14.14.-]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 cytochrome P450 family 2 subfamily C member 8 [KO:K17718] [EC:1.14.14.1]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 cytochrome P450 family 2 subfamily A member 6 [KO:K17683] [EC:1.14.14.-]	Xenobiotics biodegradation and metabolism
Drug metabolism - cytochrome P450	 cytochrome P450 family 2 subfamily A member 7 [KO:K17683] [EC:1.14.14.-]	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	HPRT1	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	IMPDH1	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	IMPDH2	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	GMPS	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	TPMT	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	XDH	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	ITPA	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	CES1	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	CES2	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	UGT2A1	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	UGT2A3	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	UGT2B17	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	UGT2B11	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	UGT2B28	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	UGT1A6	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	UGT1A4	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	UGT1A1	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	UGT1A3	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	UGT2B10	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	UGT1A9	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	UGT2B7	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	UGT1A10	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	UGT1A8	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	UGT1A5	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	UGT2B15	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	UGT1A7	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	UGT2B4	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	UGT2A2	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	GUSB	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	CYP3A4	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	CDA	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	TYMP	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	DPYD	Xenobiotics biodegradation and metabolism
Drug metabolism - other enzymes	DPYS	Xenobiotics biodegradation and metabolism
